date,sales,day,day_num
2017-05-18,32960,Thursday,3
2016-12-29,21111,Thursday,3
2016-10-27,27513,Thursday,3
2015-07-30,33443,Thursday,3
2017-12-14,22037,Thursday,3
2016-03-03,25696,Thursday,3
2017-12-07,21817,Thursday,3
2015-07-23,33244,Thursday,3
2016-12-15,21109,Thursday,3
2017-06-15,35041,Thursday,3
2016-11-03,29364,Thursday,3
2016-10-20,27742,Thursday,3
2015-08-06,29477,Thursday,3
2017-05-25,33110,Thursday,3
2017-06-22,34850,Thursday,3
2017-11-02,31036,Thursday,3
2017-06-01,34913,Thursday,3
2016-10-13,27292,Thursday,3
2015-08-13,29310,Thursday,3
2016-12-01,21195,Thursday,3
2016-02-25,21195,Thursday,3
2016-12-22,21408,Thursday,3
2016-04-07,29716,Thursday,3
2017-11-23,30935,Thursday,3
2016-10-06,27408,Thursday,3
2015-08-20,29293,Thursday,3
2016-03-10,25416,Thursday,3
2015-07-16,33179,Thursday,3
2016-12-08,21272,Thursday,3
2017-06-29,35310,Thursday,3
2017-11-30,30819,Thursday,3
2016-06-09,33981,Thursday,3
2015-09-17,27367,Thursday,3
2015-11-26,27637,Thursday,3
2016-01-07,19107,Thursday,3
2017-09-07,30647,Thursday,3
2016-07-07,36191,Thursday,3
2017-04-13,30495,Thursday,3
2017-03-09,25987,Thursday,3
2017-08-03,32822,Thursday,3
2015-11-19,27287,Thursday,3
2017-09-14,30837,Thursday,3
2016-05-19,31731,Thursday,3
2015-11-12,27332,Thursday,3
2017-03-02,26326,Thursday,3
2016-03-17,25547,Thursday,3
2016-07-21,36298,Thursday,3
2016-07-14,35846,Thursday,3
2016-05-26,31527,Thursday,3
2016-06-30,33832,Thursday,3
2017-08-31,32937,Thursday,3
2015-12-24,19591,Thursday,3
2017-08-17,33053,Thursday,3
2017-03-30,26393,Thursday,3
2015-12-17,19401,Thursday,3
2017-04-06,30666,Thursday,3
2016-06-16,33888,Thursday,3
2017-08-10,33110,Thursday,3
2017-08-24,32938,Thursday,3
2016-06-02,33837,Thursday,3
2015-12-10,19299,Thursday,3
2017-03-23,26113,Thursday,3
2015-12-31,19377,Thursday,3
2016-06-23,33941,Thursday,3
2015-12-03,19543,Thursday,3
2017-03-16,26248,Thursday,3
2017-09-21,30687,Thursday,3
2016-01-14,19287,Thursday,3
2015-11-05,27526,Thursday,3
2017-04-20,30881,Thursday,3
2016-01-28,19016,Thursday,3
2015-10-08,25260,Thursday,3
2017-02-02,21875,Thursday,3
2017-05-04,32984,Thursday,3
2017-10-19,28790,Thursday,3
2016-08-25,31772,Thursday,3
2015-10-01,25417,Thursday,3
2017-07-13,37008,Thursday,3
2017-01-26,19541,Thursday,3
2016-02-04,20981,Thursday,3
2016-09-01,29975,Thursday,3
2015-09-24,27391,Thursday,3
2017-10-26,28430,Thursday,3
2017-01-19,19530,Thursday,3
2016-09-08,29337,Thursday,3
2016-08-18,31562,Thursday,3
2017-07-06,37195,Thursday,3
2017-10-12,28540,Thursday,3
2017-02-09,21827,Thursday,3
2017-02-23,22127,Thursday,3
2017-07-27,37254,Thursday,3
2016-07-28,35905,Thursday,3
2015-10-29,24999,Thursday,3
2016-05-12,31945,Thursday,3
2017-09-28,30535,Thursday,3
2017-02-16,21813,Thursday,3
2016-08-04,31625,Thursday,3
2016-01-21,18975,Thursday,3
2015-10-22,25347,Thursday,3
2017-04-27,30710,Thursday,3
2017-10-05,28357,Thursday,3
2017-07-20,37258,Thursday,3
2016-08-11,31517,Thursday,3
2015-10-15,25339,Thursday,3
2016-05-05,31698,Thursday,3
2016-04-28,29657,Thursday,3
2015-07-02,33134,Thursday,3
2014-10-16,23929,Thursday,3
2014-05-22,27950,Thursday,3
2015-03-19,23176,Thursday,3
2013-09-05,22733,Thursday,3
2013-11-21,22566,Thursday,3
2013-03-28,19742,Thursday,3
2014-12-11,18691,Thursday,3
2013-06-13,25859,Thursday,3
2014-05-29,28034,Thursday,3
2014-08-21,27962,Thursday,3
2013-11-14,22555,Thursday,3
2013-04-04,22859,Thursday,3
2015-03-05,23536,Thursday,3
2014-06-05,29873,Thursday,3
2013-09-12,22751,Thursday,3
2015-03-12,23506,Thursday,3
2014-08-28,27809,Thursday,3
2013-03-21,19405,Thursday,3
2015-03-26,23218,Thursday,3
2013-12-12,16316,Thursday,3
2014-11-27,26079,Thursday,3
2013-03-07,19310,Thursday,3
2013-08-29,24235,Thursday,3
2014-05-01,28151,Thursday,3
2015-04-09,27528,Thursday,3
2014-07-24,31646,Thursday,3
2013-12-05,16227,Thursday,3
2013-06-20,26128,Thursday,3
2013-03-14,19395,Thursday,3
2015-04-02,27441,Thursday,3
2014-05-08,27778,Thursday,3
2014-12-04,18689,Thursday,3
2013-11-28,22574,Thursday,3
2014-05-15,28119,Thursday,3
2014-12-18,18733,Thursday,3
2013-11-07,22521,Thursday,3
2013-04-11,22975,Thursday,3
2015-02-26,19592,Thursday,3
2013-10-17,21081,Thursday,3
2015-01-01,17226,Thursday,3
2015-01-29,17272,Thursday,3
2014-07-10,31885,Thursday,3
2013-09-26,22589,Thursday,3
2013-05-09,24404,Thursday,3
2013-10-10,21478,Thursday,3
2015-01-22,17630,Thursday,3
2013-05-23,24478,Thursday,3
2014-07-31,31775,Thursday,3
2014-07-17,31792,Thursday,3
2015-01-08,17687,Thursday,3
2013-10-03,21059,Thursday,3
2015-01-15,17596,Thursday,3
2013-05-16,24323,Thursday,3
2013-05-02,24553,Thursday,3
2015-04-16,27477,Thursday,3
2014-08-07,27901,Thursday,3
2015-02-05,19549,Thursday,3
2013-06-06,26193,Thursday,3
2014-06-12,29754,Thursday,3
2013-07-25,27682,Thursday,3
2013-10-31,21085,Thursday,3
2014-08-14,28076,Thursday,3
2015-02-19,19773,Thursday,3
2014-06-19,30049,Thursday,3
2013-04-18,22838,Thursday,3
2014-12-25,18607,Thursday,3
2013-09-19,23037,Thursday,3
2015-02-12,19513,Thursday,3
2014-06-26,30294,Thursday,3
2013-04-25,22607,Thursday,3
2013-10-24,21126,Thursday,3
2013-05-30,24310,Thursday,3
2014-07-03,31782,Thursday,3
2014-04-24,25999,Thursday,3
2014-09-04,26218,Thursday,3
2014-11-06,26394,Thursday,3
2015-05-14,29545,Thursday,3
2014-10-30,24211,Thursday,3
2014-03-27,22387,Thursday,3
2013-02-07,16112,Thursday,3
2014-10-09,24245,Thursday,3
2015-06-18,31188,Thursday,3
2014-01-09,16975,Thursday,3
2014-01-30,16899,Thursday,3
2015-05-21,29428,Thursday,3
2014-09-25,26262,Thursday,3
2013-07-18,27618,Thursday,3
2014-03-20,22165,Thursday,3
2014-01-02,17033,Thursday,3
2013-01-31,14724,Thursday,3
2014-02-27,18602,Thursday,3
2015-05-28,29231,Thursday,3
2014-01-16,17015,Thursday,3
2013-07-11,27977,Thursday,3
2013-01-17,14587,Thursday,3
2014-03-13,22427,Thursday,3
2013-08-08,24354,Thursday,3
2013-01-24,14472,Thursday,3
2015-06-04,31413,Thursday,3
2015-06-11,31403,Thursday,3
2014-10-02,24589,Thursday,3
2014-03-06,22364,Thursday,3
2014-09-11,25909,Thursday,3
2014-11-13,26238,Thursday,3
2013-08-15,24376,Thursday,3
2013-02-14,16379,Thursday,3
2013-02-28,16228,Thursday,3
2014-02-13,18565,Thursday,3
2013-06-27,26341,Thursday,3
2013-12-19,16132,Thursday,3
2015-04-23,27391,Thursday,3
2014-04-17,26447,Thursday,3
2013-01-03,14488,Thursday,3
2014-11-20,26057,Thursday,3
2013-02-21,16329,Thursday,3
2013-08-22,24523,Thursday,3
2013-01-10,14642,Thursday,3
2014-04-10,26201,Thursday,3
2014-02-06,18836,Thursday,3
2015-04-30,27506,Thursday,3
2014-10-23,24325,Thursday,3
2014-02-20,18755,Thursday,3
2014-04-03,26418,Thursday,3
2015-05-07,29216,Thursday,3
2015-06-25,31048,Thursday,3
2013-07-04,27624,Thursday,3
2014-01-23,16746,Thursday,3
2013-08-01,24052,Thursday,3
2013-12-26,16214,Thursday,3
2014-09-18,26266,Thursday,3
2017-04-07,32837,Friday,4
2016-03-18,27266,Friday,4
2016-05-27,33980,Friday,4
2013-09-27,24295,Friday,4
2013-08-02,26159,Friday,4
2014-10-10,25736,Friday,4
2014-08-08,29827,Friday,4
2017-06-02,37273,Friday,4
2016-06-03,35816,Friday,4
2017-05-26,35490,Friday,4
2014-08-01,29642,Friday,4
2016-03-25,26887,Friday,4
2016-04-22,31583,Friday,4
2014-10-03,25866,Friday,4
2017-05-05,35418,Friday,4
2014-09-12,27723,Friday,4
2013-08-23,25735,Friday,4
2014-09-05,28026,Friday,4
2016-04-29,31920,Friday,4
2017-05-12,35052,Friday,4
2013-08-30,26195,Friday,4
2016-04-15,31445,Friday,4
2017-04-28,33065,Friday,4
2014-08-29,29959,Friday,4
2016-05-06,34013,Friday,4
2014-09-19,28130,Friday,4
2013-09-20,24230,Friday,4
2013-08-16,26232,Friday,4
2014-08-22,29512,Friday,4
2017-05-19,35473,Friday,4
2016-04-08,31612,Friday,4
2016-05-13,33813,Friday,4
2017-04-21,32758,Friday,4
2014-09-26,27575,Friday,4
2013-09-13,24291,Friday,4
2013-08-09,25862,Friday,4
2014-08-15,29659,Friday,4
2016-04-01,31715,Friday,4
2016-05-20,34089,Friday,4
2017-04-14,32434,Friday,4
2013-09-06,24393,Friday,4
2017-03-31,27833,Friday,4
2015-07-03,35498,Friday,4
2016-06-10,36021,Friday,4
2016-10-07,29269,Friday,4
2014-03-28,23942,Friday,4
2014-01-03,17746,Friday,4
2016-12-30,22296,Friday,4
2016-09-30,31514,Friday,4
2014-04-04,27696,Friday,4
2013-12-27,17047,Friday,4
2016-09-23,31618,Friday,4
2014-04-11,27741,Friday,4
2017-01-06,20994,Friday,4
2013-12-20,17173,Friday,4
2016-09-16,31704,Friday,4
2014-04-18,27681,Friday,4
2017-01-13,21186,Friday,4
2016-09-09,31661,Friday,4
2014-04-25,27897,Friday,4
2013-12-13,17284,Friday,4
2016-12-23,22549,Friday,4
2017-01-20,21064,Friday,4
2014-01-10,17957,Friday,4
2016-10-14,29283,Friday,4
2014-02-14,19992,Friday,4
2014-02-07,19780,Friday,4
2016-11-25,31638,Friday,4
2016-11-11,31724,Friday,4
2014-02-21,19872,Friday,4
2014-01-31,18073,Friday,4
2016-12-02,22325,Friday,4
2016-11-04,31490,Friday,4
2014-02-28,19965,Friday,4
2014-01-24,18260,Friday,4
2016-10-28,29559,Friday,4
2014-03-07,24118,Friday,4
2016-12-09,22738,Friday,4
2014-01-17,17888,Friday,4
2016-10-21,29471,Friday,4
2014-03-14,24076,Friday,4
2016-12-16,22586,Friday,4
2014-03-21,23846,Friday,4
2016-09-02,31635,Friday,4
2014-05-02,30139,Friday,4
2013-12-06,17429,Friday,4
2014-06-20,32021,Friday,4
2017-03-03,28037,Friday,4
2013-10-25,22530,Friday,4
2016-07-08,38181,Friday,4
2014-06-27,32013,Friday,4
2017-03-10,28048,Friday,4
2016-07-01,38583,Friday,4
2014-07-04,33961,Friday,4
2013-10-18,22378,Friday,4
2017-03-17,27922,Friday,4
2016-06-24,36147,Friday,4
2014-07-11,33769,Friday,4
2013-10-11,22409,Friday,4
2017-03-24,27932,Friday,4
2016-06-17,36221,Friday,4
2014-07-18,34170,Friday,4
2013-10-04,22494,Friday,4
2016-07-15,38335,Friday,4
2013-11-01,24277,Friday,4
2016-07-22,38543,Friday,4
2017-02-24,23433,Friday,4
2017-01-27,21116,Friday,4
2016-08-26,33839,Friday,4
2014-05-09,29749,Friday,4
2013-11-29,24308,Friday,4
2016-08-19,33967,Friday,4
2014-05-16,29776,Friday,4
2017-02-03,23501,Friday,4
2013-11-22,24461,Friday,4
2014-07-25,34104,Friday,4
2016-08-12,33722,Friday,4
2017-02-10,23532,Friday,4
2016-08-05,33949,Friday,4
2014-05-30,30031,Friday,4
2013-11-15,24262,Friday,4
2017-02-17,23519,Friday,4
2016-07-29,38286,Friday,4
2014-06-06,31662,Friday,4
2013-11-08,24466,Friday,4
2014-05-23,29521,Friday,4
2014-06-13,31897,Friday,4
2016-03-11,27368,Friday,4
2013-07-26,29585,Friday,4
2015-01-30,18772,Friday,4
2013-05-03,25996,Friday,4
2017-09-01,32529,Friday,4
2017-11-17,32771,Friday,4
2015-11-27,29359,Friday,4
2015-02-06,20807,Friday,4
2015-12-04,20652,Friday,4
2015-05-08,31214,Friday,4
2013-04-26,24303,Friday,4
2017-09-08,33158,Friday,4
2015-11-20,29165,Friday,4
2015-02-13,20586,Friday,4
2013-02-15,17563,Friday,4
2013-04-19,24077,Friday,4
2015-08-28,31286,Friday,4
2015-08-21,31598,Friday,4
2017-08-25,34884,Friday,4
2015-01-23,18720,Friday,4
2017-08-11,35084,Friday,4
2015-12-25,20877,Friday,4
2015-01-09,18816,Friday,4
2015-05-22,30977,Friday,4
2015-08-14,31302,Friday,4
2015-04-10,29001,Friday,4
2013-05-17,25786,Friday,4
2015-12-18,20837,Friday,4
2015-01-16,18490,Friday,4
2017-08-18,35240,Friday,4
2017-11-24,32607,Friday,4
2013-02-08,17450,Friday,4
2015-05-15,31220,Friday,4
2013-05-10,25964,Friday,4
2015-12-11,20780,Friday,4
2015-11-13,29194,Friday,4
2015-02-20,20843,Friday,4
2017-09-15,32591,Friday,4
2017-11-10,32846,Friday,4
2015-10-16,26984,Friday,4
2015-03-20,25513,Friday,4
2013-03-01,20978,Friday,4
2013-03-22,20812,Friday,4
2015-10-09,26685,Friday,4
2015-03-27,24810,Friday,4
2017-10-13,30354,Friday,4
2015-04-17,29424,Friday,4
2015-09-18,29161,Friday,4
2017-10-27,30466,Friday,4
2013-03-15,20663,Friday,4
2015-10-02,27127,Friday,4
2015-04-03,29424,Friday,4
2017-10-20,30529,Friday,4
2013-03-08,20755,Friday,4
2017-10-06,30225,Friday,4
2013-05-24,25950,Friday,4
2013-03-29,20711,Friday,4
2015-09-11,29173,Friday,4
2014-10-17,25753,Friday,4
2015-05-01,31268,Friday,4
2015-09-04,29415,Friday,4
2013-04-12,24183,Friday,4
2015-11-06,29107,Friday,4
2015-02-27,20709,Friday,4
2017-09-22,32716,Friday,4
2013-02-22,17393,Friday,4
2015-10-30,27160,Friday,4
2015-03-06,24881,Friday,4
2013-04-05,24180,Friday,4
2017-09-29,32700,Friday,4
2015-10-23,27057,Friday,4
2015-03-13,25084,Friday,4
2015-04-24,29015,Friday,4
2017-11-03,32843,Friday,4
2013-02-01,17473,Friday,4
2015-09-25,29104,Friday,4
2017-12-01,23460,Friday,4
2017-06-23,37426,Friday,4
2016-03-04,27149,Friday,4
2016-01-29,20209,Friday,4
2017-07-14,40125,Friday,4
2013-06-21,27667,Friday,4
2013-01-18,15495,Friday,4
2014-11-28,28029,Friday,4
2014-10-31,25903,Friday,4
2016-02-05,22494,Friday,4
2015-07-24,35459,Friday,4
2015-01-02,18719,Friday,4
2017-07-07,39989,Friday,4
2013-06-28,27590,Friday,4
2014-11-21,27690,Friday,4
2016-02-12,22517,Friday,4
2015-06-12,33313,Friday,4
2017-12-15,23581,Friday,4
2017-06-30,37182,Friday,4
2017-12-22,23567,Friday,4
2013-07-12,29650,Friday,4
2014-11-14,28003,Friday,4
2016-02-26,22588,Friday,4
2016-02-19,22721,Friday,4
2013-01-11,15633,Friday,4
2013-07-05,29418,Friday,4
2015-07-17,35368,Friday,4
2015-06-19,33201,Friday,4
2015-07-10,35418,Friday,4
2014-12-05,19966,Friday,4
2014-11-07,27867,Friday,4
2015-06-05,33351,Friday,4
2017-06-09,37304,Friday,4
2016-01-01,20158,Friday,4
2017-08-04,35134,Friday,4
2017-12-29,23535,Friday,4
2013-05-31,26092,Friday,4
2014-12-26,19879,Friday,4
2016-01-08,20265,Friday,4
2015-08-07,31296,Friday,4
2015-05-29,31379,Friday,4
2013-01-04,15677,Friday,4
2017-07-28,39290,Friday,4
2016-11-18,31419,Friday,4
2017-12-08,23471,Friday,4
2016-01-15,20354,Friday,4
2014-12-19,20006,Friday,4
2013-01-25,15640,Friday,4
2015-07-31,35309,Friday,4
2013-06-14,27635,Friday,4
2017-07-21,39819,Friday,4
2016-01-22,20243,Friday,4
2014-10-24,25959,Friday,4
2013-06-07,27734,Friday,4
2015-06-26,33415,Friday,4
2013-07-19,29734,Friday,4
2017-06-16,37253,Friday,4
2014-12-12,19874,Friday,4
2017-01-14,22434,Saturday,5
2014-02-01,21074,Saturday,5
2017-01-21,22591,Saturday,5
2017-10-28,32392,Saturday,5
2017-12-23,24763,Saturday,5
2013-12-14,18335,Saturday,5
2013-01-05,16237,Saturday,5
2013-03-02,22094,Saturday,5
2016-11-26,33435,Saturday,5
2016-12-03,23728,Saturday,5
2013-02-23,18436,Saturday,5
2014-01-11,18925,Saturday,5
2016-12-17,24101,Saturday,5
2013-02-02,18323,Saturday,5
2017-12-02,24538,Saturday,5
2016-12-24,24187,Saturday,5
2013-01-26,16561,Saturday,5
2014-01-04,19184,Saturday,5
2014-01-18,18964,Saturday,5
2013-02-09,18425,Saturday,5
2016-12-10,24086,Saturday,5
2017-11-04,35064,Saturday,5
2017-11-18,35007,Saturday,5
2013-01-19,16294,Saturday,5
2016-12-31,23792,Saturday,5
2013-12-28,18433,Saturday,5
2013-02-16,18428,Saturday,5
2017-11-11,34476,Saturday,5
2014-01-25,19179,Saturday,5
2017-12-16,24953,Saturday,5
2017-01-07,22591,Saturday,5
2013-12-21,18511,Saturday,5
2013-01-12,16679,Saturday,5
2017-12-09,24811,Saturday,5
2017-11-25,34939,Saturday,5
2013-11-02,25569,Saturday,5
2013-03-09,22054,Saturday,5
2013-08-31,27482,Saturday,5
2017-04-29,34663,Saturday,5
2017-07-15,42170,Saturday,5
2013-06-15,29396,Saturday,5
2013-09-07,25892,Saturday,5
2017-04-22,34821,Saturday,5
2017-07-22,42513,Saturday,5
2013-06-22,29464,Saturday,5
2013-06-08,29487,Saturday,5
2017-07-29,42111,Saturday,5
2013-06-01,29220,Saturday,5
2017-04-15,34787,Saturday,5
2017-08-05,37237,Saturday,5
2013-09-21,25981,Saturday,5
2017-04-08,35167,Saturday,5
2013-05-25,27828,Saturday,5
2013-09-14,25894,Saturday,5
2013-09-28,25408,Saturday,5
2017-05-06,37493,Saturday,5
2017-07-08,41659,Saturday,5
2013-07-27,31681,Saturday,5
2017-06-03,39931,Saturday,5
2017-06-10,39854,Saturday,5
2013-07-20,31281,Saturday,5
2013-08-03,27866,Saturday,5
2017-05-27,37321,Saturday,5
2017-06-17,40100,Saturday,5
2013-08-24,27768,Saturday,5
2013-07-13,31540,Saturday,5
2017-05-20,37669,Saturday,5
2017-06-24,39501,Saturday,5
2013-07-06,31178,Saturday,5
2013-08-17,27887,Saturday,5
2017-07-01,42594,Saturday,5
2017-05-13,37346,Saturday,5
2013-06-29,29449,Saturday,5
2013-08-10,27482,Saturday,5
2013-12-07,18609,Saturday,5
2017-04-01,34746,Saturday,5
2013-05-18,27575,Saturday,5
2013-11-09,25864,Saturday,5
2013-04-06,25805,Saturday,5
2017-02-18,24852,Saturday,5
2017-09-30,34623,Saturday,5
2013-03-30,22292,Saturday,5
2013-11-16,25710,Saturday,5
2017-02-11,25311,Saturday,5
2017-09-23,34654,Saturday,5
2017-10-07,32189,Saturday,5
2013-11-23,25820,Saturday,5
2017-02-04,25018,Saturday,5
2017-10-14,32616,Saturday,5
2013-03-16,22144,Saturday,5
2013-11-30,25703,Saturday,5
2017-01-28,22210,Saturday,5
2017-10-21,32690,Saturday,5
2013-03-23,22108,Saturday,5
2017-08-12,37400,Saturday,5
2013-04-13,25758,Saturday,5
2017-09-16,34938,Saturday,5
2013-10-05,23892,Saturday,5
2017-03-25,29977,Saturday,5
2017-08-19,37554,Saturday,5
2013-05-11,27518,Saturday,5
2013-10-12,23836,Saturday,5
2017-08-26,37753,Saturday,5
2013-05-04,27754,Saturday,5
2017-02-25,25052,Saturday,5
2017-03-18,29897,Saturday,5
2013-10-19,24083,Saturday,5
2017-03-11,29835,Saturday,5
2013-04-27,25379,Saturday,5
2017-09-09,34686,Saturday,5
2013-10-26,23745,Saturday,5
2017-03-04,29513,Saturday,5
2013-04-20,25553,Saturday,5
2017-09-02,34809,Saturday,5
2014-02-08,21400,Saturday,5
2016-10-01,30816,Saturday,5
2015-03-28,26389,Saturday,5
2016-06-04,38188,Saturday,5
2014-08-02,31897,Saturday,5
2015-03-14,26436,Saturday,5
2016-05-28,36081,Saturday,5
2014-08-09,31695,Saturday,5
2015-10-24,28733,Saturday,5
2016-05-21,35575,Saturday,5
2015-03-07,26729,Saturday,5
2015-10-17,28702,Saturday,5
2014-08-16,31769,Saturday,5
2016-05-14,35516,Saturday,5
2014-08-23,31607,Saturday,5
2015-02-28,21939,Saturday,5
2016-05-07,35855,Saturday,5
2014-08-30,31719,Saturday,5
2015-11-07,30781,Saturday,5
2016-04-30,33783,Saturday,5
2014-09-06,29445,Saturday,5
2015-10-31,28844,Saturday,5
2015-03-21,26611,Saturday,5
2014-07-26,36260,Saturday,5
2016-06-11,38335,Saturday,5
2016-07-23,40143,Saturday,5
2014-06-14,34206,Saturday,5
2015-09-19,30976,Saturday,5
2016-07-16,40583,Saturday,5
2014-06-21,34410,Saturday,5
2015-04-11,31027,Saturday,5
2015-09-26,30867,Saturday,5
2016-07-09,40713,Saturday,5
2014-06-28,34048,Saturday,5
2015-04-04,30829,Saturday,5
2016-07-02,40534,Saturday,5
2014-07-05,36006,Saturday,5
2015-10-03,28730,Saturday,5
2016-06-25,38364,Saturday,5
2014-07-12,36069,Saturday,5
2014-12-20,20945,Saturday,5
2016-06-18,38032,Saturday,5
2014-07-19,35808,Saturday,5
2015-10-10,28478,Saturday,5
2015-02-21,22021,Saturday,5
2015-11-14,31112,Saturday,5
2016-04-23,33316,Saturday,5
2014-09-13,29808,Saturday,5
2015-12-19,21835,Saturday,5
2016-02-27,24090,Saturday,5
2014-11-08,29582,Saturday,5
2015-01-10,19939,Saturday,5
2016-02-20,23977,Saturday,5
2014-11-15,29736,Saturday,5
2015-12-26,22256,Saturday,5
2015-01-03,19798,Saturday,5
2016-02-13,24040,Saturday,5
2014-11-22,29744,Saturday,5
2016-02-06,23999,Saturday,5
2016-01-02,21280,Saturday,5
2014-11-29,29651,Saturday,5
2014-12-27,21317,Saturday,5
2016-01-30,21535,Saturday,5
2014-12-06,21245,Saturday,5
2016-01-09,21309,Saturday,5
2016-01-23,21515,Saturday,5
2014-12-13,21291,Saturday,5
2015-01-17,19967,Saturday,5
2015-04-18,31103,Saturday,5
2014-11-01,29728,Saturday,5
2014-10-25,27547,Saturday,5
2016-04-16,33306,Saturday,5
2015-02-14,22041,Saturday,5
2014-09-20,29770,Saturday,5
2015-11-21,31082,Saturday,5
2016-04-09,33617,Saturday,5
2014-09-27,29745,Saturday,5
2015-02-07,22209,Saturday,5
2016-04-02,33021,Saturday,5
2014-10-04,27581,Saturday,5
2015-11-28,30957,Saturday,5
2015-01-31,19900,Saturday,5
2016-03-26,28640,Saturday,5
2014-10-11,27251,Saturday,5
2015-12-05,22237,Saturday,5
2016-03-19,28717,Saturday,5
2014-10-18,27647,Saturday,5
2015-01-24,19820,Saturday,5
2016-03-12,28715,Saturday,5
2015-12-12,22122,Saturday,5
2016-03-05,28965,Saturday,5
2014-06-07,33478,Saturday,5
2016-01-16,21665,Saturday,5
2014-03-08,25273,Saturday,5
2016-08-27,36008,Saturday,5
2015-06-20,35337,Saturday,5
2014-05-03,31794,Saturday,5
2016-10-29,30979,Saturday,5
2014-03-29,25452,Saturday,5
2015-08-22,33080,Saturday,5
2015-07-18,37568,Saturday,5
2016-09-03,33297,Saturday,5
2015-05-16,33216,Saturday,5
2014-04-26,29580,Saturday,5
2016-09-10,33441,Saturday,5
2015-08-15,33119,Saturday,5
2016-10-22,31195,Saturday,5
2014-03-15,25687,Saturday,5
2014-05-10,31806,Saturday,5
2014-04-19,29683,Saturday,5
2015-05-23,33135,Saturday,5
2015-06-13,35597,Saturday,5
2015-07-25,37608,Saturday,5
2015-08-08,33312,Saturday,5
2014-04-12,29516,Saturday,5
2016-09-24,33488,Saturday,5
2015-09-12,30496,Saturday,5
2015-05-30,33074,Saturday,5
2016-10-15,31340,Saturday,5
2014-03-22,25458,Saturday,5
2014-04-05,29703,Saturday,5
2017-12-30,24988,Saturday,5
2016-10-08,31431,Saturday,5
2015-08-01,33345,Saturday,5
2016-09-17,33381,Saturday,5
2015-07-11,37640,Saturday,5
2015-06-06,35314,Saturday,5
2016-08-13,35971,Saturday,5
2014-05-24,31836,Saturday,5
2015-05-09,33102,Saturday,5
2015-07-04,37776,Saturday,5
2015-06-27,35251,Saturday,5
2016-08-06,36430,Saturday,5
2015-05-02,33053,Saturday,5
2015-09-05,30808,Saturday,5
2014-02-15,21063,Saturday,5
2014-05-31,31735,Saturday,5
2014-05-17,32158,Saturday,5
2014-02-22,21066,Saturday,5
2016-11-05,33623,Saturday,5
2015-08-29,33113,Saturday,5
2016-07-30,40857,Saturday,5
2014-03-01,25245,Saturday,5
2016-08-20,35925,Saturday,5
2016-11-12,33496,Saturday,5
2015-04-25,30837,Saturday,5
2016-11-19,33511,Saturday,5
2013-05-05,29338,Sunday,6
2015-01-25,21212,Sunday,6
2017-12-10,26402,Sunday,6
2015-07-05,39740,Sunday,6
2015-06-07,37528,Sunday,6
2015-07-26,39536,Sunday,6
2015-12-06,23745,Sunday,6
2013-01-20,17612,Sunday,6
2017-08-27,39760,Sunday,6
2014-12-21,22497,Sunday,6
2015-02-01,23395,Sunday,6
2017-07-30,44832,Sunday,6
2016-01-10,22811,Sunday,6
2015-11-29,32834,Sunday,6
2013-06-02,31279,Sunday,6
2015-12-27,23268,Sunday,6
2015-06-14,37802,Sunday,6
2015-07-12,39794,Sunday,6
2015-06-21,37431,Sunday,6
2015-01-04,21101,Sunday,6
2017-08-13,39492,Sunday,6
2013-05-19,29146,Sunday,6
2015-01-11,21161,Sunday,6
2017-12-24,26130,Sunday,6
2013-05-26,29595,Sunday,6
2015-12-20,23579,Sunday,6
2015-06-28,37410,Sunday,6
2017-08-06,39295,Sunday,6
2013-01-13,17741,Sunday,6
2015-01-18,21025,Sunday,6
2017-12-17,26167,Sunday,6
2016-01-03,22911,Sunday,6
2015-07-19,39667,Sunday,6
2017-08-20,40022,Sunday,6
2013-05-12,28968,Sunday,6
2014-12-28,22532,Sunday,6
2015-12-13,23290,Sunday,6
2013-01-06,17291,Sunday,6
2015-09-13,32896,Sunday,6
2015-11-15,32854,Sunday,6
2013-04-28,27510,Sunday,6
2015-08-23,35223,Sunday,6
2017-10-08,34194,Sunday,6
2013-03-24,23287,Sunday,6
2015-03-22,28296,Sunday,6
2015-10-11,30534,Sunday,6
2015-05-10,35067,Sunday,6
2015-08-30,35404,Sunday,6
2015-03-29,28255,Sunday,6
2017-10-15,34123,Sunday,6
2013-03-17,23338,Sunday,6
2015-10-04,30353,Sunday,6
2013-02-17,19502,Sunday,6
2017-11-12,36934,Sunday,6
2015-05-03,34732,Sunday,6
2015-04-05,32725,Sunday,6
2015-09-27,32705,Sunday,6
2017-10-22,34381,Sunday,6
2013-03-10,23252,Sunday,6
2015-09-06,32969,Sunday,6
2015-04-12,32972,Sunday,6
2015-04-26,32965,Sunday,6
2013-02-24,19482,Sunday,6
2015-09-20,32869,Sunday,6
2017-10-29,34312,Sunday,6
2013-03-03,23260,Sunday,6
2017-11-05,36903,Sunday,6
2015-04-19,33013,Sunday,6
2017-11-19,36516,Sunday,6
2017-09-03,36521,Sunday,6
2015-10-18,30511,Sunday,6
2015-03-15,28128,Sunday,6
2015-02-08,23586,Sunday,6
2015-08-02,35387,Sunday,6
2015-11-22,32732,Sunday,6
2015-05-31,35037,Sunday,6
2017-09-10,37162,Sunday,6
2013-01-27,17579,Sunday,6
2013-04-21,27437,Sunday,6
