date,store,sales
2014-05-11,5,2600
2014-05-11,6,2547
2014-05-11,7,2343
2014-05-11,8,4123
2014-05-11,9,3452
2014-05-11,10,3751
2014-05-12,1,2098
2014-05-12,2,2993
2014-05-12,3,2580
2014-05-12,4,2333
2014-05-12,5,1662
2014-05-12,6,1719
2014-05-12,7,1617
2014-05-12,8,2759
2014-05-12,9,2375
2014-05-12,10,2560
2014-05-13,1,2432
2014-05-13,2,3340
2014-05-13,3,3065
2014-05-13,4,2809
2014-05-13,5,1992
2014-05-13,6,2009
2014-05-13,7,1882
2014-05-13,8,3112
2014-05-13,9,2792
2014-05-13,10,2945
2014-05-14,1,2381
2014-05-14,2,3267
2014-05-14,3,2928
2014-05-14,4,2781
2014-05-14,5,2012
2014-05-14,6,2004
2014-05-14,7,1817
2014-05-14,8,3270
2014-05-14,9,2859
2014-05-14,10,3014
2014-05-15,1,2590
2014-05-15,2,3571
2014-05-15,3,3212
2014-05-15,4,2951
2014-05-15,5,2150
2014-05-15,6,2141
2014-05-15,7,1890
2014-05-15,8,3412
2014-05-15,9,3034
2014-05-15,10,3168
2014-05-16,1,2740
2014-05-16,2,3749
2014-05-16,3,3425
2014-05-16,4,3212
2014-05-16,5,2238
2014-05-16,6,2216
2014-05-16,7,2093
2014-05-16,8,3614
2014-05-16,9,3072
2014-05-16,10,3417
2014-05-17,1,2910
2014-05-17,2,4104
2014-05-17,3,3697
2014-05-17,4,3347
2014-05-17,5,2436
2014-05-17,6,2400
2014-05-17,7,2223
2014-05-17,8,4017
2014-05-17,9,3323
2014-05-17,10,3701
2014-05-18,1,3079
2014-05-18,2,4258
2014-05-18,3,3872
2014-05-18,4,3473
2014-05-18,5,2557
2014-05-18,6,2571
2014-05-18,7,2421
2014-05-18,8,4208
2014-05-18,9,3502
2014-05-18,10,3732
2014-05-19,1,1994
2014-05-19,2,2930
2014-05-19,3,2470
2014-05-19,4,2329
2014-05-19,5,1701
2014-05-19,6,1700
2014-05-19,7,1554
2014-05-19,8,2730
2014-05-19,9,2348
2014-05-19,10,2567
2014-05-20,1,2344
2014-05-20,2,3294
2014-05-20,3,3053
2014-05-20,4,2797
2014-05-20,5,1983
2014-05-20,6,1956
2014-05-20,7,1758
2014-05-20,8,3193
2014-05-20,9,2840
2014-05-20,10,2906
2014-05-21,1,2346
2014-05-21,2,3389
2014-05-21,3,2929
2014-05-21,4,2789
2014-05-21,5,2018
2014-05-21,6,2035
2014-05-21,7,1821
2014-05-21,8,3213
2014-05-21,9,2777
2014-05-21,10,2947
2014-05-22,1,2554
2014-05-22,2,3581
2014-05-22,3,3144
2014-05-22,4,3069
2014-05-22,5,2137
2014-05-22,6,2147
2014-05-22,7,1989
2014-05-22,8,3401
2014-05-22,9,2850
2014-05-22,10,3078
2014-05-23,1,2671
2014-05-23,2,3784
2014-05-23,3,3464
2014-05-23,4,3035
2014-05-23,5,2241
2014-05-23,6,2290
2014-05-23,7,2091
2014-05-23,8,3563
2014-05-23,9,3086
2014-05-23,10,3296
2014-05-24,1,2810
2014-05-24,2,4120
2014-05-24,3,3609
2014-05-24,4,3266
2014-05-24,5,2321
2014-05-24,6,2504
2014-05-24,7,2189
2014-05-24,8,3970
2014-05-24,9,3410
2014-05-24,10,3637
2014-05-25,1,3050
2014-05-25,2,4302
2014-05-25,3,3799
2014-05-25,4,3608
2014-05-25,5,2519
2014-05-25,6,2554
2014-05-25,7,2308
2014-05-25,8,4097
2014-05-25,9,3578
2014-05-25,10,3699
2014-05-26,1,1967
2014-05-26,2,2840
2014-05-26,3,2592
2014-05-26,4,2494
2014-05-26,5,1778
2014-05-26,6,1742
2014-05-26,7,1488
2014-05-26,8,2816
2014-05-26,9,2322
2014-05-26,10,2457
2014-05-27,1,2297
2014-05-27,2,3415
2014-05-27,3,2982
2014-05-27,4,2740
2014-05-27,5,1983
2014-05-27,6,1982
2014-05-27,7,1814
2014-05-27,8,3311
2014-05-27,9,2828
2014-05-27,10,2937
2014-05-28,1,2372
2014-05-28,2,3444
2014-05-28,3,2933
2014-05-28,4,2736
2014-05-28,5,1966
2014-05-28,6,2011
2014-05-28,7,1862
2014-05-28,8,3175
2014-05-28,9,2750
2014-05-28,10,2937
2014-05-29,1,2566
2014-05-29,2,3600
2014-05-29,3,3164
2014-05-29,4,2998
2014-05-29,5,2145
2014-05-29,6,2100
2014-05-29,7,1958
2014-05-29,8,3463
2014-05-29,9,2980
2014-05-29,10,3060
2014-05-30,1,2812
2014-05-30,2,3757
2014-05-30,3,3365
2014-05-30,4,3122
2014-05-30,5,2329
2014-05-30,6,2370
2014-05-30,7,2050
2014-05-30,8,3701
2014-05-30,9,3237
2014-05-30,10,3288
2014-05-31,1,2930
2014-05-31,2,4057
2014-05-31,3,3589
2014-05-31,4,3390
2014-05-31,5,2441
2014-05-31,6,2363
2014-05-31,7,2244
2014-05-31,8,3798
2014-05-31,9,3268
2014-05-31,10,3655
2014-06-01,1,3361
2014-06-01,2,4606
2014-06-01,3,4097
2014-06-01,4,3787
2014-06-01,5,2715
2014-06-01,6,2717
2014-06-01,7,2611
2014-06-01,8,4361
2014-06-01,9,3732
2014-06-01,10,3913
2014-06-02,1,2266
2014-06-02,2,3096
2014-06-02,3,2744
2014-06-02,4,2420
2014-06-02,5,1809
2014-06-02,6,1775
2014-06-02,7,1699
2014-06-02,8,2949
2014-06-02,9,2517
2014-06-02,10,2659
2014-06-03,1,2507
2014-06-03,2,3552
2014-06-03,3,3120
2014-06-03,4,2884
2014-06-03,5,2138
2014-06-03,6,2123
2014-06-03,7,1951
2014-06-03,8,3373
2014-06-03,9,2887
2014-06-03,10,3082
2014-06-04,1,2541
2014-06-04,2,3525
2014-06-04,3,3211
2014-06-04,4,2957
2014-06-04,5,2218
2014-06-04,6,2134
2014-06-04,7,1998
2014-06-04,8,3384
2014-06-04,9,3028
2014-06-04,10,3222
2014-06-05,1,2678
2014-06-05,2,3731
2014-06-05,3,3486
2014-06-05,4,3136
2014-06-05,5,2259
2014-06-05,6,2268
2014-06-05,7,2072
2014-06-05,8,3644
2014-06-05,9,3192
2014-06-05,10,3407
2014-06-06,1,2839
2014-06-06,2,4194
2014-06-06,3,3544
2014-06-06,4,3308
2014-06-06,5,2346
2014-06-06,6,2387
2014-06-06,7,2279
2014-06-06,8,3870
2014-06-06,9,3351
2014-06-06,10,3544
2014-06-07,1,3014
2014-06-07,2,4210
2014-06-07,3,3825
2014-06-07,4,3549
2014-06-07,5,2672
2014-06-07,6,2483
2014-06-07,7,2293
2014-06-07,8,4112
2014-06-07,9,3505
2014-06-07,10,3815
2014-06-08,1,3267
2014-06-08,2,4587
2014-06-08,3,4040
2014-06-08,4,3727
2014-06-08,5,2706
2014-06-08,6,2812
2014-06-08,7,2488
2014-06-08,8,4374
2014-06-08,9,3729
2014-06-08,10,4053
2014-06-09,1,2127
2014-06-09,2,3034
2014-06-09,3,2708
2014-06-09,4,2473
2014-06-09,5,1862
2014-06-09,6,1824
2014-06-09,7,1646
2014-06-09,8,3030
2014-06-09,9,2504
2014-06-09,10,2743
2014-06-10,1,2563
2014-06-10,2,3627
2014-06-10,3,3144
2014-06-10,4,3021
2014-06-10,5,2186
2014-06-10,6,2103
2014-06-10,7,1991
2014-06-10,8,3400
2014-06-10,9,2944
2014-06-10,10,3102
2014-06-11,1,2606
2014-06-11,2,3615
2014-06-11,3,3179
2014-06-11,4,2822
2014-06-11,5,2090
2014-06-11,6,2173
2014-06-11,7,1938
2014-06-11,8,3342
2014-06-11,9,2901
2014-06-11,10,3237
2014-06-12,1,2643
2014-06-12,2,3870
2014-06-12,3,3310
2014-06-12,4,3046
2014-06-12,5,2319
2014-06-12,6,2280
2014-06-12,7,2099
2014-06-12,8,3653
2014-06-12,9,3164
2014-06-12,10,3370
2014-06-13,1,2916
2014-06-13,2,4091
2014-06-13,3,3684
2014-06-13,4,3366
2014-06-13,5,2463
2014-06-13,6,2456
2014-06-13,7,2190
2014-06-13,8,3764
2014-06-13,9,3384
2014-06-13,10,3583
2014-06-14,1,3059
2014-06-14,2,4386
2014-06-14,3,3979
2014-06-14,4,3564
2014-06-14,5,2611
2014-06-14,6,2548
2014-06-14,7,2363
2014-06-14,8,4244
2014-06-14,9,3622
2014-06-14,10,3830
2014-06-15,1,3314
2014-06-15,2,4696
2014-06-15,3,4231
2014-06-15,4,3757
2014-06-15,5,2740
2014-06-15,6,2733
2014-06-15,7,2546
2014-06-15,8,4452
2014-06-15,9,3898
2014-06-15,10,4094
2014-06-16,1,2141
2014-06-16,2,3147
2014-06-16,3,2701
2014-06-16,4,2492
2014-06-16,5,1823
2014-06-16,6,1880
2014-06-16,7,1685
2014-06-16,8,2966
2014-06-16,9,2564
2014-06-16,10,2654
2014-06-17,1,2615
2014-06-17,2,3611
2014-06-17,3,3205
2014-06-17,4,2945
2014-06-17,5,2151
2014-06-17,6,2083
2014-06-17,7,1919
2014-06-17,8,3431
2014-06-17,9,2934
2014-06-17,10,3111
2014-06-18,1,2504
2014-06-18,2,3621
2014-06-18,3,3265
2014-06-18,4,2872
2014-06-18,5,2138
2014-06-18,6,2108
2014-06-18,7,1975
2014-06-18,8,3479
2014-06-18,9,3000
2014-06-18,10,3070
2014-06-19,1,2764
2014-06-19,2,3880
2014-06-19,3,3337
2014-06-19,4,3181
2014-06-19,5,2388
2014-06-19,6,2309
2014-06-19,7,2068
2014-06-19,8,3689
2014-06-19,9,3149
2014-06-19,10,3284
2014-06-20,1,2701
2014-06-20,2,4136
2014-06-20,3,3712
2014-06-20,4,3364
2014-06-20,5,2467
2014-06-20,6,2404
2014-06-20,7,2256
2014-06-20,8,3903
2014-06-20,9,3456
2014-06-20,10,3622
2014-06-21,1,3102
2014-06-21,2,4414
2014-06-21,3,3881
2014-06-21,4,3765
2014-06-21,5,2598
2014-06-21,6,2583
2014-06-21,7,2347
2014-06-21,8,4234
2014-06-21,9,3613
2014-06-21,10,3873
2014-06-22,1,3320
2014-06-22,2,4501
2014-06-22,3,4122
2014-06-22,4,3675
2014-06-22,5,2719
2014-06-22,6,2706
2014-06-22,7,2456
2014-06-22,8,4394
2014-06-22,9,3754
2014-06-22,10,4026
2014-06-23,1,2184
2014-06-23,2,3027
2014-06-23,3,2759
2014-06-23,4,2557
2014-06-23,5,1763
2014-06-23,6,1907
2014-06-23,7,1736
2014-06-23,8,2985
2014-06-23,9,2605
2014-06-23,10,2673
2014-06-24,1,2445
2014-06-24,2,3591
2014-06-24,3,3081
2014-06-24,4,2910
2014-06-24,5,2109
2014-06-24,6,2214
2014-06-24,7,1966
2014-06-24,8,3364
2014-06-24,9,2849
2014-06-24,10,3022
2014-06-25,1,2555
2014-06-25,2,3603
2014-06-25,3,3309
2014-06-25,4,2946
2014-06-25,5,2149
2014-06-25,6,2040
2014-06-25,7,1937
2014-06-25,8,3409
2014-06-25,9,2917
2014-06-25,10,3171
2014-06-26,1,2787
2014-06-26,2,3981
2014-06-26,3,3422
2014-06-26,4,3223
2014-06-26,5,2281
2014-06-26,6,2298
2014-06-26,7,2034
2014-06-26,8,3648
2014-06-26,9,3152
2014-06-26,10,3468
2014-06-27,1,2788
2014-06-27,2,4084
2014-06-27,3,3612
2014-06-27,4,3427
2014-06-27,5,2404
2014-06-27,6,2440
2014-06-27,7,2254
2014-06-27,8,4008
2014-06-27,9,3391
2014-06-27,10,3605
2014-06-28,1,3137
2014-06-28,2,4407
2014-06-28,3,3826
2014-06-28,4,3596
2014-06-28,5,2609
2014-06-28,6,2490
2014-06-28,7,2391
2014-06-28,8,4236
2014-06-28,9,3583
2014-06-28,10,3773
2014-06-29,1,3274
2014-06-29,2,4644
2014-06-29,3,4074
2014-06-29,4,3738
2014-06-29,5,2707
2014-06-29,6,2786
2014-06-29,7,2418
2014-06-29,8,4400
2014-06-29,9,3837
2014-06-29,10,4120
2014-06-30,1,2178
2014-06-30,2,3023
2014-06-30,3,2732
2014-06-30,4,2546
2014-06-30,5,1792
2014-06-30,6,1810
2014-06-30,7,1643
2014-06-30,8,2877
2014-06-30,9,2542
2014-06-30,10,2602
2014-07-01,1,2655
2014-07-01,2,3784
2014-07-01,3,3342
2014-07-01,4,3034
2014-07-01,5,2339
2014-07-01,6,2349
2014-07-01,7,2033
2014-07-01,8,3640
2014-07-01,9,3055
2014-07-01,10,3348
2014-07-02,1,2692
2014-07-02,2,3873
2014-07-02,3,3365
2014-07-02,4,3077
2014-07-02,5,2204
2014-07-02,6,2266
2014-07-02,7,2052
2014-07-02,8,3707
2014-07-02,9,3146
2014-07-02,10,3380
2014-07-03,1,2859
2014-07-03,2,4040
2014-07-03,3,3608
2014-07-03,4,3340
2014-07-03,5,2398
2014-07-03,6,2391
2014-07-03,7,2205
2014-07-03,8,3932
2014-07-03,9,3389
2014-07-03,10,3620
2014-07-04,1,3050
2014-07-04,2,4358
2014-07-04,3,3811
2014-07-04,4,3526
2014-07-04,5,2538
2014-07-04,6,2558
2014-07-04,7,2376
2014-07-04,8,4207
2014-07-04,9,3629
2014-07-04,10,3908
2014-07-05,1,3128
2014-07-05,2,4545
2014-07-05,3,4100
2014-07-05,4,3854
2014-07-05,5,2721
2014-07-05,6,2654
2014-07-05,7,2529
2014-07-05,8,4486
2014-07-05,9,3880
2014-07-05,10,4109
2014-07-06,1,3470
2014-07-06,2,4985
2014-07-06,3,4353
2014-07-06,4,4060
2014-07-06,5,2876
2014-07-06,6,2863
2014-07-06,7,2702
2014-07-06,8,4652
2014-07-06,9,3932
2014-07-06,10,4316
2014-07-07,1,2262
2014-07-07,2,3272
2014-07-07,3,2924
2014-07-07,4,2617
2014-07-07,5,1980
2014-07-07,6,1991
2014-07-07,7,1715
2014-07-07,8,3162
2014-07-07,9,2780
2014-07-07,10,2875
2014-07-08,1,2684
2014-07-08,2,3808
2014-07-08,3,3392
2014-07-08,4,3164
2014-07-08,5,2245
2014-07-08,6,2334
2014-07-08,7,2062
2014-07-08,8,3709
2014-07-08,9,3119
2014-07-08,10,3283
2014-07-09,1,2668
2014-07-09,2,3908
2014-07-09,3,3360
2014-07-09,4,3063
2014-07-09,5,2185
2014-07-09,6,2185
2014-07-09,7,2033
2014-07-09,8,3584
2014-07-09,9,3023
2014-07-09,10,3309
2014-07-10,1,2871
2014-07-10,2,4147
2014-07-10,3,3583
2014-07-10,4,3342
2014-07-10,5,2394
2014-07-10,6,2440
2014-07-10,7,2250
2014-07-10,8,3892
2014-07-10,9,3397
2014-07-10,10,3569
2014-07-11,1,3027
2014-07-11,2,4428
2014-07-11,3,3903
2014-07-11,4,3535
2014-07-11,5,2484
2014-07-11,6,2525
2014-07-11,7,2348
2014-07-11,8,4089
2014-07-11,9,3616
2014-07-11,10,3814
2014-07-12,1,3203
2014-07-12,2,4621
2014-07-12,3,4151
2014-07-12,4,3715
2014-07-12,5,2787
2014-07-12,6,2714
2014-07-12,7,2511
2014-07-12,8,4460
2014-07-12,9,3777
2014-07-12,10,4130
2014-07-13,1,3485
2014-07-13,2,4791
2014-07-13,3,4273
2014-07-13,4,3945
2014-07-13,5,2831
2014-07-13,6,3004
2014-07-13,7,2591
2014-07-13,8,4697
2014-07-13,9,4024
2014-07-13,10,4207
2014-07-14,1,2285
2014-07-14,2,3262
2014-07-14,3,2862
2014-07-14,4,2675
2014-07-14,5,1940
2014-07-14,6,1915
2014-07-14,7,1773
2014-07-14,8,3115
2014-07-14,9,2569
2014-07-14,10,2852
2014-07-15,1,2644
2014-07-15,2,3910
2014-07-15,3,3378
2014-07-15,4,3136
2014-07-15,5,2258
2014-07-15,6,2254
2014-07-15,7,2017
2014-07-15,8,3578
2014-07-15,9,3172
2014-07-15,10,3371
2014-07-16,1,2696
2014-07-16,2,3749
2014-07-16,3,3264
2014-07-16,4,3061
2014-07-16,5,2281
2014-07-16,6,2269
2014-07-16,7,2145
2014-07-16,8,3581
2014-07-16,9,3100
2014-07-16,10,3382
2014-07-17,1,2901
2014-07-17,2,4125
2014-07-17,3,3608
2014-07-17,4,3318
2014-07-17,5,2349
2014-07-17,6,2395
2014-07-17,7,2229
2014-07-17,8,3941
2014-07-17,9,3345
2014-07-17,10,3581
2014-07-18,1,3058
2014-07-18,2,4433
2014-07-18,3,3861
2014-07-18,4,3536
2014-07-18,5,2669
2014-07-18,6,2602
2014-07-18,7,2357
2014-07-18,8,4213
2014-07-18,9,3547
2014-07-18,10,3894
2014-07-19,1,3227
2014-07-19,2,4593
2014-07-19,3,4106
2014-07-19,4,3696
2014-07-19,5,2722
2014-07-19,6,2721
2014-07-19,7,2444
2014-07-19,8,4478
2014-07-19,9,3778
2014-07-19,10,4043
2014-07-20,1,3323
2014-07-20,2,4814
2014-07-20,3,4372
2014-07-20,4,4078
2014-07-20,5,2867
2014-07-20,6,2903
2014-07-20,7,2614
2014-07-20,8,4759
2014-07-20,9,4047
2014-07-20,10,4367
2014-07-21,1,2473
2014-07-21,2,3201
2014-07-21,3,2956
2014-07-21,4,2605
2014-07-21,5,1980
2014-07-21,6,1873
2014-07-21,7,1757
2014-07-21,8,3131
2014-07-21,9,2721
2014-07-21,10,2915
2014-07-22,1,2712
2014-07-22,2,3773
2014-07-22,3,3249
2014-07-22,4,3117
2014-07-22,5,2248
2014-07-22,6,2268
2014-07-22,7,1945
2014-07-22,8,3673
2014-07-22,9,3139
2014-07-22,10,3275
2014-07-23,1,2616
2014-07-23,2,3699
2014-07-23,3,3257
2014-07-23,4,3158
2014-07-23,5,2305
2014-07-23,6,2225
2014-07-23,7,2082
2014-07-23,8,3521
2014-07-23,9,3003
2014-07-23,10,3402
2014-07-24,1,2855
2014-07-24,2,4081
2014-07-24,3,3646
2014-07-24,4,3335
2014-07-24,5,2419
2014-07-24,6,2413
2014-07-24,7,2189
2014-07-24,8,3888
2014-07-24,9,3272
2014-07-24,10,3548
2014-07-25,1,3113
2014-07-25,2,4377
2014-07-25,3,3893
2014-07-25,4,3580
2014-07-25,5,2525
2014-07-25,6,2551
2014-07-25,7,2340
2014-07-25,8,4168
2014-07-25,9,3640
2014-07-25,10,3917
2014-07-26,1,3295
2014-07-26,2,4556
2014-07-26,3,4045
2014-07-26,4,3902
2014-07-26,5,2800
2014-07-26,6,2802
2014-07-26,7,2550
2014-07-26,8,4448
2014-07-26,9,3816
2014-07-26,10,4046
2014-07-27,1,3548
2014-07-27,2,4895
2014-07-27,3,4327
2014-07-27,4,4047
2014-07-27,5,2926
2014-07-27,6,2910
2014-07-27,7,2664
2014-07-27,8,4713
2014-07-27,9,3998
2014-07-27,10,4290
2014-07-28,1,2269
2014-07-28,2,3235
2014-07-28,3,2947
2014-07-28,4,2650
2014-07-28,5,1922
2014-07-28,6,1889
2014-07-28,7,1775
2014-07-28,8,3264
2014-07-28,9,2568
2014-07-28,10,2803
2014-07-29,1,2784
2014-07-29,2,3764
2014-07-29,3,3331
2014-07-29,4,3162
2014-07-29,5,2219
2014-07-29,6,2207
2014-07-29,7,2035
2014-07-29,8,3693
2014-07-29,9,3096
2014-07-29,10,3330
2014-07-30,1,2654
2014-07-30,2,3896
2014-07-30,3,3306
2014-07-30,4,3056
2014-07-30,5,2285
2014-07-30,6,2245
2014-07-30,7,2037
2014-07-30,8,3704
2014-07-30,9,3169
2014-07-30,10,3359
2014-07-31,1,2882
2014-07-31,2,4101
2014-07-31,3,3593
2014-07-31,4,3350
2014-07-31,5,2391
2014-07-31,6,2448
2014-07-31,7,2118
2014-07-31,8,3841
2014-07-31,9,3375
2014-07-31,10,3676
2014-08-01,1,2614
2014-08-01,2,3849
2014-08-01,3,3325
2014-08-01,4,3166
2014-08-01,5,2229
2014-08-01,6,2165
2014-08-01,7,2104
2014-08-01,8,3634
2014-08-01,9,3135
2014-08-01,10,3421
2014-08-02,1,2816
2014-08-02,2,4114
2014-08-02,3,3726
2014-08-02,4,3382
2014-08-02,5,2376
2014-08-02,6,2442
2014-08-02,7,2174
2014-08-02,8,3950
2014-08-02,9,3355
2014-08-02,10,3562
2014-08-03,1,3011
2014-08-03,2,4291
2014-08-03,3,3724
2014-08-03,4,3534
2014-08-03,5,2490
2014-08-03,6,2521
2014-08-03,7,2322
2014-08-03,8,4073
2014-08-03,9,3451
2014-08-03,10,3829
2014-08-04,1,2074
2014-08-04,2,2929
2014-08-04,3,2589
2014-08-04,4,2287
2014-08-04,5,1686
2014-08-04,6,1669
2014-08-04,7,1507
2014-08-04,8,2823
2014-08-04,9,2318
2014-08-04,10,2463
2014-08-05,1,2309
2014-08-05,2,3316
2014-08-05,3,2979
2014-08-05,4,2705
2014-08-05,5,2056
2014-08-05,6,2016
2014-08-05,7,1844
2014-08-05,8,3196
2014-08-05,9,2737
2014-08-05,10,2921
2014-08-06,1,2348
2014-08-06,2,3346
2014-08-06,3,2966
2014-08-06,4,2766
2014-08-06,5,2008
2014-08-06,6,2004
2014-08-06,7,1794
2014-08-06,8,3293
2014-08-06,9,2719
2014-08-06,10,3013
2014-08-07,1,2572
2014-08-07,2,3608
2014-08-07,3,3213
2014-08-07,4,2924
2014-08-07,5,2093
2014-08-07,6,2062
2014-08-07,7,1948
2014-08-07,8,3474
2014-08-07,9,2938
2014-08-07,10,3069
2014-08-08,1,2673
2014-08-08,2,3759
2014-08-08,3,3320
2014-08-08,4,3174
2014-08-08,5,2235
2014-08-08,6,2351
2014-08-08,7,2051
2014-08-08,8,3677
2014-08-08,9,3197
2014-08-08,10,3390
2014-08-09,1,2975
2014-08-09,2,3997
2014-08-09,3,3603
2014-08-09,4,3425
2014-08-09,5,2400
2014-08-09,6,2404
2014-08-09,7,2165
2014-08-09,8,3925
2014-08-09,9,3301
2014-08-09,10,3500
2014-08-10,1,2986
2014-08-10,2,4230
2014-08-10,3,3852
2014-08-10,4,3639
2014-08-10,5,2564
2014-08-10,6,2617
2014-08-10,7,2361
2014-08-10,8,4213
2014-08-10,9,3527
2014-08-10,10,3790
2014-08-11,1,1915
2014-08-11,2,2889
2014-08-11,3,2618
2014-08-11,4,2325
2014-08-11,5,1669
2014-08-11,6,1686
2014-08-11,7,1555
2014-08-11,8,2737
2014-08-11,9,2412
2014-08-11,10,2585
2014-08-12,1,2438
2014-08-12,2,3428
2014-08-12,3,2933
2014-08-12,4,2656
2014-08-12,5,2062
2014-08-12,6,2001
2014-08-12,7,1777
2014-08-12,8,3182
2014-08-12,9,2676
2014-08-12,10,2930
2014-08-13,1,2328
2014-08-13,2,3350
2014-08-13,3,3002
2014-08-13,4,2712
2014-08-13,5,1983
2014-08-13,6,1925
2014-08-13,7,1881
2014-08-13,8,3227
2014-08-13,9,2644
2014-08-13,10,2962
2014-08-14,1,2491
2014-08-14,2,3538
2014-08-14,3,3127
2014-08-14,4,3105
2014-08-14,5,2174
2014-08-14,6,2074
2014-08-14,7,2049
2014-08-14,8,3403
2014-08-14,9,2968
2014-08-14,10,3147
2014-08-15,1,2723
2014-08-15,2,3762
2014-08-15,3,3448
2014-08-15,4,3063
2014-08-15,5,2329
2014-08-15,6,2322
2014-08-15,7,2069
2014-08-15,8,3561
2014-08-15,9,3090
2014-08-15,10,3292
2014-08-16,1,2922
2014-08-16,2,3955
2014-08-16,3,3788
2014-08-16,4,3369
2014-08-16,5,2302
2014-08-16,6,2484
2014-08-16,7,2216
2014-08-16,8,3843
2014-08-16,9,3274
2014-08-16,10,3616
2014-08-17,1,3012
2014-08-17,2,4405
2014-08-17,3,3897
2014-08-17,4,3552
2014-08-17,5,2510
2014-08-17,6,2577
2014-08-17,7,2314
2014-08-17,8,4074
2014-08-17,9,3654
2014-08-17,10,3899
2014-08-18,1,2099
2014-08-18,2,2870
2014-08-18,3,2544
2014-08-18,4,2276
2014-08-18,5,1696
2014-08-18,6,1676
2014-08-18,7,1581
2014-08-18,8,2735
2014-08-18,9,2453
2014-08-18,10,2529
2014-08-19,1,2368
2014-08-19,2,3339
2014-08-19,3,2941
2014-08-19,4,2705
2014-08-19,5,1906
2014-08-19,6,2043
2014-08-19,7,1771
2014-08-19,8,3264
2014-08-19,9,2725
2014-08-19,10,2977
2014-08-20,1,2358
2014-08-20,2,3325
2014-08-20,3,2952
2014-08-20,4,2765
2014-08-20,5,2009
2014-08-20,6,1977
2014-08-20,7,1737
2014-08-20,8,3289
2014-08-20,9,2731
2014-08-20,10,2957
2014-08-21,1,2472
2014-08-21,2,3618
2014-08-21,3,3168
2014-08-21,4,3012
2014-08-21,5,2048
2014-08-21,6,2076
2014-08-21,7,2015
2014-08-21,8,3427
2014-08-21,9,3033
2014-08-21,10,3093
2014-08-22,1,2689
2014-08-22,2,3711
2014-08-22,3,3347
2014-08-22,4,3131
2014-08-22,5,2325
2014-08-22,6,2117
2014-08-22,7,2032
2014-08-22,8,3664
2014-08-22,9,3174
2014-08-22,10,3322
2014-08-23,1,2800
2014-08-23,2,3996
2014-08-23,3,3595
2014-08-23,4,3324
2014-08-23,5,2430
2014-08-23,6,2399
2014-08-23,7,2223
2014-08-23,8,4000
2014-08-23,9,3281
2014-08-23,10,3559
2014-08-24,1,2952
2014-08-24,2,4296
2014-08-24,3,3857
2014-08-24,4,3454
2014-08-24,5,2667
2014-08-24,6,2616
2014-08-24,7,2310
2014-08-24,8,4098
2014-08-24,9,3587
2014-08-24,10,3702
2014-08-25,1,2020
2014-08-25,2,2806
2014-08-25,3,2609
2014-08-25,4,2307
2014-08-25,5,1741
2014-08-25,6,1769
2014-08-25,7,1618
2014-08-25,8,2706
2014-08-25,9,2291
2014-08-25,10,2457
2014-08-26,1,2349
2014-08-26,2,3337
2014-08-26,3,3011
2014-08-26,4,2712
2014-08-26,5,2008
2014-08-26,6,2091
2014-08-26,7,1849
2014-08-26,8,3245
2014-08-26,9,2804
2014-08-26,10,2911
2014-08-27,1,2358
2014-08-27,2,3338
2014-08-27,3,2907
2014-08-27,4,2776
2014-08-27,5,2083
2014-08-27,6,1955
2014-08-27,7,1806
2014-08-27,8,3192
2014-08-27,9,2822
2014-08-27,10,2848
2014-08-28,1,2427
2014-08-28,2,3566
2014-08-28,3,3170
2014-08-28,4,2940
2014-08-28,5,2150
2014-08-28,6,2163
2014-08-28,7,1974
2014-08-28,8,3364
2014-08-28,9,2902
2014-08-28,10,3153
2014-08-29,1,2718
2014-08-29,2,3873
2014-08-29,3,3368
2014-08-29,4,3100
2014-08-29,5,2259
2014-08-29,6,2255
2014-08-29,7,2061
2014-08-29,8,3795
2014-08-29,9,3214
2014-08-29,10,3316
2014-08-30,1,2901
2014-08-30,2,4031
2014-08-30,3,3637
2014-08-30,4,3344
2014-08-30,5,2427
2014-08-30,6,2414
2014-08-30,7,2250
2014-08-30,8,3838
2014-08-30,9,3327
2014-08-30,10,3550
2014-08-31,1,3076
2014-08-31,2,4344
2014-08-31,3,3796
2014-08-31,4,3506
2014-08-31,5,2498
2014-08-31,6,2603
2014-08-31,7,2411
2014-08-31,8,4044
2014-08-31,9,3556
2014-08-31,10,3777
2014-09-01,1,1839
2014-09-01,2,2656
2014-09-01,3,2279
2014-09-01,4,2197
2014-09-01,5,1593
2014-09-01,6,1589
2014-09-01,7,1515
2014-09-01,8,2550
2014-09-01,9,2197
2014-09-01,10,2357
2014-09-02,1,2230
2014-09-02,2,3082
2014-09-02,3,2730
2014-09-02,4,2494
2014-09-02,5,1859
2014-09-02,6,1906
2014-09-02,7,1657
2014-09-02,8,3077
2014-09-02,9,2528
2014-09-02,10,2778
2014-09-03,1,2289
2014-09-03,2,3081
2014-09-03,3,2771
2014-09-03,4,2532
2014-09-03,5,1844
2014-09-03,6,1877
2014-09-03,7,1697
2014-09-03,8,2995
2014-09-03,9,2608
2014-09-03,10,2693
2014-09-04,1,2382
2014-09-04,2,3390
2014-09-04,3,2972
2014-09-04,4,2736
2014-09-04,5,1957
2014-09-04,6,2014
2014-09-04,7,1833
2014-09-04,8,3277
2014-09-04,9,2729
2014-09-04,10,2928
